service_id,date,exception_type
"538_100989","20191005","1"
"538_100989","20191012","1"
"538_100989","20191019","1"
"538_100989","20191026","1"
"538_100989","20191102","1"
"538_100989","20191109","1"
"538_100989","20191116","1"
"538_100989","20191123","1"
"538_100989","20191130","1"
"538_100989","20191207","1"
"538_100989","20191214","1"
"538_100989","20191221","1"
"538_100989","20191228","1"
"538_100989","20200104","1"
"538_100989","20200111","1"
"538_100989","20200118","1"
"538_100989","20200125","1"
"538_100989","20200201","1"
"538_100989","20200208","1"
"538_100989","20200215","1"
"538_100989","20200222","1"
"538_100989","20200229","1"
"538_100989","20200307","1"
"538_100989","20200314","1"
"538_100989","20200321","1"
"538_100989","20200328","1"
"538_100989","20200404","1"
"538_100989","20200411","1"
"538_100989","20200418","1"
"538_100989","20200502","1"
"538_100989","20200509","1"
"538_100989","20200516","1"
"538_100989","20200523","1"
"538_100989","20200530","1"
"538_100989","20200606","1"
"538_100998","20200517","1"
"538_100998","20200524","1"
"538_100998","20200531","1"
"538_100998","20200602","1"
"538_100999","20200517","1"
"538_100999","20200524","1"
"538_100999","20200531","1"
"538_100999","20200602","1"
"538_101000","20200517","1"
"538_101000","20200524","1"
"538_101000","20200531","1"
"538_101000","20200602","1"
"538_101001","20200405","1"
"538_101001","20200412","1"
"538_101001","20200413","1"
"538_101001","20200419","1"
"538_101001","20200425","1"
"538_101001","20200426","1"
"538_101001","20200501","1"
"538_101001","20200503","1"
"538_101001","20200510","1"
"538_101001","20200517","1"
"538_101001","20200524","1"
"538_101001","20200531","1"
"538_101001","20200602","1"
"538_101002","20200405","1"
"538_101002","20200412","1"
"538_101002","20200413","1"
"538_101002","20200419","1"
"538_101002","20200425","1"
"538_101002","20200426","1"
"538_101002","20200501","1"
"538_101002","20200503","1"
"538_101002","20200510","1"
"538_101003","20200405","1"
"538_101003","20200412","1"
"538_101003","20200413","1"
"538_101003","20200419","1"
"538_101003","20200425","1"
"538_101003","20200426","1"
"538_101003","20200501","1"
"538_101003","20200503","1"
"538_101003","20200510","1"
"538_101004","20191006","1"
"538_101004","20191013","1"
"538_101004","20191020","1"
"538_101004","20191027","1"
"538_101004","20191101","1"
"538_101004","20191103","1"
"538_101004","20191110","1"
"538_101004","20191117","1"
"538_101004","20191124","1"
"538_101004","20191201","1"
"538_101004","20191208","1"
"538_101004","20191215","1"
"538_101004","20191222","1"
"538_101004","20191225","1"
"538_101004","20191226","1"
"538_101004","20191229","1"
"538_101004","20200101","1"
"538_101004","20200105","1"
"538_101004","20200106","1"
"538_101004","20200112","1"
"538_101004","20200119","1"
"538_101004","20200126","1"
"538_101004","20200202","1"
"538_101004","20200209","1"
"538_101004","20200216","1"
"538_101004","20200223","1"
"538_101004","20200301","1"
"538_101004","20200308","1"
"538_101004","20200315","1"
"538_101004","20200322","1"
"538_101004","20200329","1"
"538_101005","20191006","1"
"538_101005","20191013","1"
"538_101005","20191020","1"
"538_101005","20191027","1"
"538_101005","20191101","1"
"538_101005","20191103","1"
"538_101005","20191110","1"
"538_101005","20191117","1"
"538_101005","20191124","1"
"538_101005","20191201","1"
"538_101005","20191208","1"
"538_101005","20191215","1"
"538_101005","20191222","1"
"538_101005","20191225","1"
"538_101005","20191226","1"
"538_101005","20191229","1"
"538_101005","20200101","1"
"538_101005","20200105","1"
"538_101005","20200106","1"
"538_101005","20200112","1"
"538_101005","20200119","1"
"538_101005","20200126","1"
"538_101005","20200202","1"
"538_101005","20200209","1"
"538_101005","20200216","1"
"538_101005","20200223","1"
"538_101005","20200301","1"
"538_101005","20200308","1"
"538_101005","20200315","1"
"538_101005","20200322","1"
"538_101005","20200329","1"
"538_101005","20200405","1"
"538_101005","20200412","1"
"538_101005","20200419","1"
"538_101005","20200425","1"
"538_101005","20200426","1"
"538_101005","20200501","1"
"538_101005","20200503","1"
"538_101005","20200510","1"
"538_101006","20200501","1"
"538_101006","20200503","1"
"538_101006","20200510","1"
"538_101006","20200517","1"
"538_101006","20200524","1"
"538_101006","20200531","1"
"538_101006","20200602","1"
"538_101007","20191006","1"
"538_101007","20191013","1"
"538_101007","20191020","1"
"538_101007","20191027","1"
"538_101007","20191101","1"
"538_101007","20191103","1"
"538_101007","20191110","1"
"538_101007","20191117","1"
"538_101007","20191124","1"
"538_101007","20191201","1"
"538_101007","20191208","1"
"538_101007","20191215","1"
"538_101007","20191222","1"
"538_101007","20191225","1"
"538_101007","20191226","1"
"538_101007","20191229","1"
"538_101007","20200101","1"
"538_101007","20200105","1"
"538_101007","20200106","1"
"538_101007","20200112","1"
"538_101007","20200119","1"
"538_101007","20200126","1"
"538_101007","20200202","1"
"538_101007","20200209","1"
"538_101007","20200216","1"
"538_101007","20200223","1"
"538_101007","20200301","1"
"538_101007","20200308","1"
"538_101007","20200315","1"
"538_101007","20200322","1"
"538_101007","20200329","1"
"538_101007","20200405","1"
"538_101007","20200412","1"
"538_101007","20200413","1"
"538_101007","20200419","1"
"538_101007","20200425","1"
"538_101007","20200426","1"
"538_101007","20200501","1"
"538_101007","20200503","1"
"538_101007","20200510","1"
"538_101007","20200517","1"
"538_101007","20200524","1"
"538_101007","20200531","1"
"538_101007","20200602","1"
"538_101008","20191006","1"
"538_101008","20191013","1"
"538_101008","20191020","1"
"538_101008","20191027","1"
"538_101008","20191101","1"
"538_101008","20191103","1"
"538_101008","20191110","1"
"538_101008","20191117","1"
"538_101008","20191124","1"
"538_101008","20191201","1"
"538_101008","20191208","1"
"538_101008","20191215","1"
"538_101008","20191222","1"
"538_101008","20191225","1"
"538_101008","20191226","1"
"538_101008","20191229","1"
"538_101008","20200101","1"
"538_101008","20200105","1"
"538_101008","20200106","1"
"538_101008","20200112","1"
"538_101008","20200119","1"
"538_101008","20200126","1"
"538_101008","20200202","1"
"538_101008","20200209","1"
"538_101008","20200216","1"
"538_101008","20200223","1"
"538_101008","20200301","1"
"538_101008","20200308","1"
"538_101008","20200315","1"
"538_101008","20200322","1"
"538_101008","20200329","1"
"538_101008","20200405","1"
"538_101008","20200412","1"
"538_101008","20200413","1"
"538_101008","20200419","1"
"538_101008","20200425","1"
"538_101008","20200426","1"
"538_101008","20200501","1"
"538_101008","20200503","1"
"538_101008","20200510","1"
"538_101008","20200517","1"
"538_101008","20200524","1"
"538_101008","20200531","1"
"538_101008","20200602","1"
"538_101009","20191006","1"
"538_101009","20191013","1"
"538_101009","20191020","1"
"538_101009","20191027","1"
"538_101009","20191101","1"
"538_101009","20191103","1"
"538_101009","20191110","1"
"538_101009","20191117","1"
"538_101009","20191124","1"
"538_101009","20191201","1"
"538_101009","20191208","1"
"538_101009","20191215","1"
"538_101009","20191222","1"
"538_101009","20191225","1"
"538_101009","20191226","1"
"538_101009","20191229","1"
"538_101009","20200101","1"
"538_101009","20200105","1"
"538_101009","20200106","1"
"538_101009","20200112","1"
"538_101009","20200119","1"
"538_101009","20200126","1"
"538_101009","20200202","1"
"538_101009","20200209","1"
"538_101009","20200216","1"
"538_101009","20200223","1"
