service_id,date,exception_type
"171_100211","20191221","1"
"171_100211","20191224","1"
"171_100211","20191227","1"
"171_100211","20191228","1"
"171_100211","20191230","1"
"171_100211","20191231","1"
"171_100211","20200102","1"
"171_100211","20200103","1"
"171_100211","20200104","1"
"171_100211","20200110","1"
"171_100211","20200111","1"
"171_100211","20200117","1"
"171_100211","20200118","1"
"171_100211","20200124","1"
"171_100211","20200125","1"
"171_100211","20200131","1"
"171_100211","20200201","1"
"171_100211","20200207","1"
"171_100211","20200208","1"
"171_100211","20200214","1"
"171_100211","20200215","1"
"171_100211","20200221","1"
"171_100211","20200222","1"
"171_100211","20200228","1"
"171_100211","20200229","1"
"171_100211","20200306","1"
"171_100211","20200307","1"
"171_100211","20200313","1"
"171_100211","20200314","1"
"171_100211","20200320","1"
"171_100211","20200321","1"
"171_100211","20200327","1"
"171_100211","20200328","1"
"171_100211","20200403","1"
"171_100211","20200404","1"
"171_100211","20200409","1"
"171_100211","20200410","1"
"171_100211","20200411","1"
"171_100211","20200414","1"
"171_100211","20200417","1"
"171_100211","20200418","1"
"171_100211","20200424","1"
"171_100211","20200502","1"
"171_100211","20200508","1"
"171_100211","20200509","1"
"171_100211","20200515","1"
"171_100211","20200516","1"
"171_100211","20200522","1"
"171_100211","20200523","1"
"171_100211","20200529","1"
"171_100211","20200530","1"
"171_100211","20200605","1"
"171_100211","20200606","1"
"171_100212","20191224","1"
"171_100212","20191227","1"
"171_100212","20191228","1"
"171_100212","20191230","1"
"171_100212","20191231","1"
"171_100212","20200102","1"
"171_100212","20200103","1"
"171_100212","20200104","1"
"171_100212","20200409","1"
"171_100212","20200410","1"
"171_100212","20200411","1"
"171_100212","20200414","1"
"171_100213","20191224","1"
"171_100213","20191227","1"
"171_100213","20191230","1"
"171_100213","20191231","1"
"171_100213","20200102","1"
"171_100213","20200103","1"
"171_100213","20200409","1"
"171_100213","20200410","1"
"171_100213","20200414","1"
"171_100214","20191224","1"
"171_100214","20191227","1"
"171_100214","20191230","1"
"171_100214","20191231","1"
"171_100214","20200102","1"
"171_100214","20200103","1"
"171_100214","20200409","1"
"171_100214","20200410","1"
"171_100214","20200414","1"
"171_100215","20191224","1"
"171_100215","20191227","1"
"171_100215","20191228","1"
"171_100215","20191230","1"
"171_100215","20191231","1"
"171_100215","20200102","1"
"171_100215","20200103","1"
"171_100215","20200104","1"
"171_100215","20200409","1"
"171_100215","20200410","1"
"171_100215","20200411","1"
"171_100215","20200414","1"
"171_100216","20191130","1"
"171_100216","20191207","1"
"171_100216","20191214","1"
"171_100216","20191221","1"
"171_100216","20191224","1"
"171_100216","20191227","1"
"171_100216","20191228","1"
"171_100216","20191230","1"
"171_100216","20191231","1"
"171_100216","20200102","1"
"171_100216","20200103","1"
"171_100216","20200104","1"
"171_100216","20200111","1"
"171_100216","20200118","1"
"171_100216","20200125","1"
"171_100216","20200201","1"
"171_100216","20200208","1"
"171_100216","20200215","1"
"171_100216","20200222","1"
"171_100216","20200229","1"
"171_100216","20200307","1"
"171_100216","20200314","1"
"171_100216","20200321","1"
"171_100216","20200328","1"
"171_100216","20200404","1"
"171_100216","20200409","1"
"171_100216","20200410","1"
"171_100216","20200411","1"
"171_100216","20200414","1"
"171_100216","20200418","1"
"171_100216","20200502","1"
"171_100216","20200509","1"
"171_100216","20200516","1"
"171_100216","20200523","1"
"171_100216","20200530","1"
"171_100216","20200606","1"
"171_100217","20191125","1"
"171_100217","20191126","1"
"171_100217","20191127","1"
"171_100217","20191128","1"
"171_100217","20191202","1"
"171_100217","20191203","1"
"171_100217","20191204","1"
"171_100217","20191205","1"
"171_100217","20191209","1"
"171_100217","20191210","1"
"171_100217","20191211","1"
"171_100217","20191212","1"
"171_100217","20191216","1"
"171_100217","20191217","1"
"171_100217","20191218","1"
"171_100217","20191219","1"
"171_100217","20191223","1"
"171_100217","20200107","1"
"171_100217","20200108","1"
"171_100217","20200109","1"
"171_100217","20200113","1"
"171_100217","20200114","1"
"171_100217","20200115","1"
"171_100217","20200116","1"
"171_100217","20200120","1"
"171_100217","20200121","1"
"171_100217","20200122","1"
"171_100217","20200123","1"
"171_100217","20200127","1"
"171_100217","20200128","1"
"171_100217","20200129","1"
"171_100217","20200130","1"
"171_100217","20200203","1"
"171_100217","20200204","1"
"171_100217","20200205","1"
"171_100217","20200206","1"
"171_100217","20200210","1"
"171_100217","20200211","1"
"171_100217","20200212","1"
"171_100217","20200213","1"
"171_100217","20200217","1"
"171_100217","20200218","1"
"171_100217","20200219","1"
"171_100217","20200220","1"
"171_100217","20200224","1"
"171_100217","20200225","1"
"171_100217","20200226","1"
"171_100217","20200227","1"
"171_100217","20200302","1"
"171_100217","20200303","1"
"171_100217","20200304","1"
"171_100217","20200305","1"
"171_100217","20200309","1"
"171_100217","20200310","1"
"171_100217","20200311","1"
"171_100217","20200312","1"
"171_100217","20200316","1"
"171_100217","20200317","1"
"171_100217","20200318","1"
"171_100217","20200319","1"
"171_100217","20200323","1"
"171_100217","20200324","1"
"171_100217","20200325","1"
"171_100217","20200326","1"
"171_100217","20200330","1"
"171_100217","20200331","1"
"171_100217","20200401","1"
"171_100217","20200402","1"
"171_100217","20200406","1"
"171_100217","20200407","1"
"171_100217","20200408","1"
"171_100217","20200415","1"
"171_100217","20200416","1"
"171_100217","20200420","1"
"171_100217","20200421","1"
"171_100217","20200422","1"
"171_100217","20200423","1"
"171_100217","20200427","1"
"171_100217","20200428","1"
"171_100217","20200429","1"
"171_100217","20200430","1"
"171_100217","20200504","1"
"171_100217","20200505","1"
"171_100217","20200506","1"
"171_100217","20200507","1"
"171_100217","20200511","1"
"171_100217","20200512","1"
"171_100217","20200513","1"
"171_100217","20200514","1"
"171_100217","20200518","1"
"171_100217","20200519","1"
"171_100217","20200520","1"
"171_100217","20200521","1"
"171_100217","20200525","1"
"171_100217","20200526","1"
"171_100217","20200527","1"
"171_100217","20200528","1"
"171_100217","20200601","1"
"171_100217","20200603","1"
"171_100217","20200604","1"
"171_100219","20191125","1"
"171_100219","20191126","1"
"171_100219","20191127","1"
"171_100219","20191128","1"
"171_100219","20191202","1"
"171_100219","20191203","1"
"171_100219","20191204","1"
"171_100219","20191205","1"
"171_100219","20191209","1"
"171_100219","20191210","1"
"171_100219","20191211","1"
"171_100219","20191212","1"
"171_100219","20191216","1"
"171_100219","20191217","1"
"171_100219","20191218","1"
"171_100219","20191219","1"
"171_100219","20191223","1"
"171_100219","20200107","1"
"171_100219","20200108","1"
"171_100219","20200109","1"
"171_100219","20200113","1"
"171_100219","20200114","1"
"171_100219","20200115","1"
"171_100219","20200116","1"
"171_100219","20200120","1"
"171_100219","20200121","1"
"171_100219","20200122","1"
"171_100219","20200123","1"
"171_100219","20200127","1"
"171_100219","20200128","1"
"171_100219","20200129","1"
"171_100219","20200130","1"
"171_100219","20200203","1"
"171_100219","20200204","1"
"171_100219","20200205","1"
"171_100219","20200206","1"
"171_100219","20200210","1"
"171_100219","20200211","1"
"171_100219","20200212","1"
"171_100219","20200213","1"
"171_100219","20200217","1"
"171_100219","20200218","1"
"171_100219","20200219","1"
"171_100219","20200220","1"
"171_100219","20200224","1"
"171_100219","20200225","1"
"171_100219","20200226","1"
"171_100219","20200227","1"
"171_100219","20200302","1"
"171_100219","20200303","1"
"171_100219","20200304","1"
"171_100219","20200305","1"
"171_100219","20200309","1"
"171_100219","20200310","1"
"171_100219","20200311","1"
"171_100219","20200312","1"
"171_100219","20200316","1"
"171_100219","20200317","1"
"171_100219","20200318","1"
"171_100219","20200319","1"
"171_100219","20200323","1"
"171_100219","20200324","1"
"171_100219","20200325","1"
"171_100219","20200326","1"
"171_100219","20200330","1"
"171_100219","20200331","1"
